ID,date,campaign_type,region,customer_age_range,gender,sales,units_sold,clients_engaged,click_rate,conversion_rate,satisfaction_client (%)
Ju6529,2/15/2020,Email,North,56+,Others,87384.55,3,714,1.4,0.21,54.8
Ym3254,9/21/2021,Direct Advertising,NA,18-25,Female,138258.45,9,2614,0.91,0.25,75.8
Uu7078,11/5/2020,Online Advertising,South,18-25,Female,12317.71,38,1519,0.94,0.05,79.2
Az6093,7/29/2019,Email,South,NA,Female,3113.27,2,2859,0.73,0.23,35.6
Ss1152,3/26/2020,Direct Advertising,East,46-55,NA,24360.71,79,422,1.3,0.12,72.2
Jg3694,1/23/2018,Direct Advertising,South,NA,Male,133995.85,75,1650,1.36,0.26,94.0
Lq6523,5/1/2020,Email,South,26-35,Others,66857.29,44,646,0.18,0.25,50.4
Ik6070,1/11/2020,Online Advertising,NA,46-55,Others,94843.41,93,2217,1.22,0.08,46.8
Xm5600,8/22/2018,Online Advertising,East,NA,NA,126564.99,100,737,1.21,0.15,70.8
Ky8074,5/10/2020,TV,North,56+,NA,98961.57,19,121,0.75,0.02,31.4
Eb3800,3/25/2020,Online Advertising,NA,36-45,NA,130821.1,78,2193,0.55,0.2,48.0
Rd4154,3/8/2018,NA,South,46-55,Male,21528.05,93,1781,0.64,0.29,36.2
Bd8702,3/22/2022,Direct Advertising,NA,26-35,NA,66827.61,41,1842,0.6,0.23,62.2
Jg6974,3/25/2018,Direct Advertising,West,NA,NA,25192.29,61,2416,0.52,0.02,58.6
Es4012,10/15/2018,Social Networks,West,26-35,Female,19934.72,48,1442,0.22,0.07,98.4
Rj8667,8/2/2022,Online Advertising,East,26-35,NA,129169.11,54,2311,0.97,0.17,73.6
Qe2380,6/6/2019,TV,North,46-55,Male,89267.99,38,792,0.29,0.08,79.0
Vj5819,9/17/2022,Direct Advertising,East,46-55,Others,31516.29,14,2252,1.3,0.24,88.6
Kr6299,4/17/2020,Social Networks,West,NA,Others,75532.91,96,846,0.45,0.23,69.2
Tt9157,3/22/2020,NA,NA,18-25,Female,41306.07,97,2187,0.22,0.1,73.2
Qx8093,11/4/2021,NA,West,56+,Others,126115.92,74,773,0.59,0.02,25.2
Yu9893,6/15/2019,Direct Advertising,North,36-45,Female,8240.89,22,2189,0.93,0.14,39.6
Kf8391,3/24/2020,TV,North,46-55,Female,131888.89,60,1020,0.95,0.2,45.6
Ci6062,10/19/2020,Email,West,46-55,Male,85654.53,30,1838,1.16,0.25,84.4
Aj1143,11/26/2022,NA,NA,46-55,Female,46352.75,81,493,0.28,0.14,53.6
Ze5827,2/20/2019,TV,West,18-25,NA,17430.27,58,1094,1.12,0.29,98.4
Kt6459,8/31/2020,Social Networks,NA,NA,Others,5524.21,52,1746,0.3,0.19,71.8
Vd5848,2/2/2019,TV,South,18-25,Others,65126.22,23,2216,0.91,0.12,60.4
Is9381,5/14/2022,TV,East,36-45,NA,128184.63,89,2541,0.52,0.18,44.8
Uz4370,9/5/2020,Social Networks,NA,46-55,NA,148965.65,51,756,0.58,0.01,54.2
Qq8087,6/2/2018,TV,North,26-35,Female,26351.44,89,1851,0.13,0.14,60.0
Fm4107,8/6/2022,Online Advertising,NA,36-45,Others,111269.63,94,2000,0.35,0.13,53.8
Wy5832,6/29/2018,Online Advertising,West,NA,NA,15957.96,33,267,0.06,0.26,73.4
Su4148,3/26/2020,Online Advertising,South,36-45,Male,25875.96,68,1485,0.42,0.04,71.6
Zm5859,11/24/2019,Direct Advertising,West,18-25,NA,98312.59,36,1328,1.26,0.1,36.8
Hu6197,10/24/2018,NA,South,56+,Female,102039.33,21,957,1.24,0.05,80.8
Cs3839,5/6/2019,Email,NA,46-55,Others,127605.78,1,1086,1.42,0.06,88.6
Qv5629,3/16/2019,Online Advertising,North,56+,Female,99609.4,76,861,1.5,0.25,42.0
Yw2458,3/30/2018,TV,South,36-45,Female,80964.89,56,2724,0.87,0.1,21.0
De9026,7/3/2019,NA,West,46-55,Others,57826.04,43,2442,0.82,0.25,22.2
Tb5632,5/23/2019,TV,West,26-35,Female,68957.76,44,154,1.29,0.17,33.4
Ki1987,6/21/2020,Online Advertising,West,46-55,NA,121314.62,50,2776,1.31,0.19,25.4
Es5173,9/7/2020,Direct Advertising,West,36-45,NA,34550.42,80,1209,0.77,0.08,57.2
Hv9552,10/1/2018,TV,East,18-25,Male,38301.06,25,1001,0.08,0.09,70.4
Qh5302,3/23/2021,NA,East,36-45,NA,117987.33,68,1968,1.07,0.29,49.2
Gf2252,12/20/2018,TV,South,56+,NA,6389.53,29,1591,0.28,0.09,24.2
Ai7791,7/5/2018,Email,North,36-45,Others,122744.16,66,2159,0.76,0.1,69.6
Yp9968,12/16/2020,TV,North,18-25,Others,143234.55,71,1113,0.87,0.22,93.2
Xz5335,7/7/2020,Email,South,46-55,NA,135373.77,46,2911,1.42,0.03,36.4
Xa6653,6/4/2019,TV,East,36-45,NA,45185.06,61,2822,0.22,0.17,24.6
Vb9665,10/13/2019,Social Networks,West,36-45,NA,133055.97,96,218,0.6,0.28,44.4
Cu2770,4/21/2020,NA,East,46-55,Others,83834.55,95,1057,0.69,0.16,30.6
Uo5377,7/2/2021,Direct Advertising,South,18-25,NA,11680.43,23,2764,1.23,0.23,57.4
Va3195,5/23/2020,Social Networks,NA,26-35,NA,110661.06,77,1462,1.24,0.18,99.6
Gm4312,11/12/2021,Direct Advertising,NA,26-35,Male,66748.17,44,2786,0.3,0.04,85.8
Ww7811,11/24/2019,Direct Advertising,East,NA,NA,81164.48,27,82,1.19,0.15,27.8
Ef4844,6/8/2021,Social Networks,NA,56+,Others,136297.47,84,2867,0.32,0.15,70.2
Zo3966,5/28/2019,Online Advertising,NA,18-25,Male,76488.35,36,2441,0.91,0.21,60.8
As2495,12/5/2021,Social Networks,West,36-45,Others,20256.27,95,1660,0.89,0.11,79.4
Wz4522,11/21/2020,Email,NA,18-25,Female,136332.38,97,704,1.39,0.24,57.4
Xg9424,8/12/2022,Social Networks,West,36-45,Male,69700.27,55,48,1.28,0.16,41.8
Xe4566,1/6/2022,NA,South,18-25,Others,21149.09,88,1248,0.94,0.1,93.8
Ef4698,1/26/2022,TV,East,56+,Female,90064.28,57,1779,1.07,0.27,95.8
Xs7558,2/27/2018,Direct Advertising,West,NA,Female,109090.21,8,2630,0.73,0.3,38.0
Jx2888,11/2/2020,TV,South,18-25,NA,37148.53,92,723,0.75,0.15,91.0
Mr9707,1/31/2018,Direct Advertising,West,46-55,Male,142907.07,73,2825,0.83,0.04,44.4
Ws2433,6/1/2019,Online Advertising,West,18-25,Female,71871.42,47,2354,1.13,0.23,47.0
Su8257,6/11/2019,Social Networks,East,NA,Others,133192.69,48,2277,0.54,0.01,22.2
Zj3062,3/5/2018,Online Advertising,South,18-25,Female,47239.16,35,2037,0.18,0.18,73.6
Et9252,5/25/2021,Online Advertising,North,46-55,Male,68997.03,63,2577,0.59,0.05,27.0
Ze8907,9/14/2018,Online Advertising,West,18-25,Female,39685.09,46,2502,1.12,0.28,97.2
Pd2149,5/29/2021,Online Advertising,West,36-45,Female,74132.74,54,1818,1.24,0.22,96.2
Cz7425,11/26/2020,Social Networks,East,46-55,NA,82095.88,70,2990,0.62,0.28,94.2
Or3172,1/14/2022,Social Networks,East,56+,Male,58595.48,54,1410,1.04,0.24,98.0
Oc6906,7/3/2021,TV,North,36-45,NA,96452.65,36,2250,0.7,0.09,80.8
Ac1942,9/26/2018,TV,South,18-25,Others,62003.57,70,942,1.22,0.26,62.4
Nz1210,10/26/2021,TV,West,56+,Male,111371.92,19,1089,1.46,0.06,72.8
Hs4834,12/26/2021,TV,East,56+,Female,144814.87,72,217,0.34,0.06,97.8
Bh6572,5/24/2020,NA,NA,46-55,Female,137757.05,76,2032,0.96,0.19,35.8
Ks9207,10/5/2020,Online Advertising,NA,NA,Male,148566.96,97,153,0.3,0.27,94.6
Qh6517,6/20/2022,NA,West,46-55,Male,48853.01,77,371,1.05,0.01,89.2
Dg8066,5/9/2019,Online Advertising,East,36-45,NA,69156.73,5,1554,0.22,0.07,50.0
Kn1434,3/21/2021,NA,North,36-45,Female,46370.13,92,454,0.82,0.08,53.2
Op4071,3/2/2021,Email,North,NA,NA,66258.42,68,1536,0.18,0.3,46.8
Ur3356,9/22/2021,Social Networks,West,56+,Male,95349.15,69,718,0.58,0.29,60.8
Yn9112,1/14/2019,Direct Advertising,South,46-55,Male,13730.88,26,187,1.17,0.18,35.4
Ss2123,3/20/2021,Direct Advertising,South,46-55,Female,55258.57,57,2607,0.68,0.04,86.2
Pa3999,5/3/2021,Direct Advertising,NA,NA,Male,17223.34,51,846,1.08,0.16,70.2
Cg2393,12/13/2022,TV,East,26-35,NA,79216.42,13,2849,0.45,0.18,68.8
Uk8929,3/10/2020,Email,South,NA,Others,1166.35,14,1603,0.73,0.28,51.6
Cc2138,12/27/2018,Social Networks,South,NA,NA,12655.99,19,1472,0.37,0.09,81.0
Sy2284,8/26/2019,NA,South,36-45,Male,148501.87,NA,301,0.35,0.27,99.2
Ax9940,12/17/2018,Email,West,18-25,Male,116833.8,27,1836,0.84,0.09,24.6
Bd6750,6/24/2021,Social Networks,South,36-45,Female,43830.37,56,2768,0.51,0.19,64.4
Gb8623,11/20/2021,TV,East,56+,Female,53416.17,27,70,0.56,0.11,25.0
Gu7186,11/17/2022,Email,West,26-35,Others,50433.79,61,190,1.5,0.23,27.6
Av7051,12/22/2020,NA,West,26-35,Female,18055.29,24,2218,1.01,0.14,88.4
Pe4393,8/2/2019,TV,East,56+,Male,8046.83,2,293,0.82,0.25,64.4
Gr9592,6/30/2018,Direct Advertising,East,36-45,Male,39804.46,42,731,0.57,0.22,89.8
Ae5172,8/3/2022,Online Advertising,NA,36-45,Female,25243.49,68,1562,1.07,0.1,82.6
Xr9043,12/12/2020,Direct Advertising,NA,26-35,Male,10903.74,88,303,1.12,0.08,73.4
Be5770,3/14/2021,NA,South,18-25,Female,57649.81,40,1714,0.07,0.29,89.6
Ra4449,5/1/2019,Direct Advertising,West,56+,Female,51371.77,49,74,1.38,0.16,62.6
Zq2286,5/4/2019,Email,West,18-25,Others,24728.39,20,1131,1.38,0.2,57.4
Dt7940,12/18/2020,Email,North,18-25,Others,44757.54,10,2341,0.67,0.29,44.4
Ct2917,4/9/2022,Online Advertising,West,46-55,Female,113953.18,82,1207,1.5,0.23,31.6
Fh3265,12/23/2022,NA,West,26-35,Others,21451.7,46,2452,0.25,0.09,62.0
Nl6864,5/9/2018,Online Advertising,NA,18-25,NA,50230.9,80,2407,0.24,0.14,96.4
Zb5770,12/8/2022,Direct Advertising,East,NA,NA,149048.12,72,2861,0.42,0.04,21.0
Ek3202,6/11/2022,Direct Advertising,West,46-55,Male,111333.62,88,888,0.43,0.19,47.0
Lm2730,6/3/2020,Direct Advertising,West,46-55,Male,85915.63,40,2319,0.95,0.29,86.0
Oe7381,4/13/2019,TV,South,18-25,Others,8927.68,66,351,0.43,0.02,40.0
Cy1501,2/10/2020,Online Advertising,South,NA,Male,39267.27,86,1603,0.82,0.06,21.0
Xa6657,7/18/2018,Social Networks,West,18-25,Female,120892.89,17,1324,0.78,0.2,50.2
Px6261,2/7/2018,Online Advertising,West,26-35,NA,861.52,32,2092,0.45,0.27,81.8
Dg3224,6/16/2021,Direct Advertising,North,18-25,Others,2387.62,97,380,0.13,0.1,95.8
Zt1147,3/2/2021,NA,South,36-45,Others,10881.98,93,2310,0.15,0.15,32.8
Xk8098,11/28/2021,TV,East,18-25,Female,67302.1,31,137,0.12,0.01,48.2
Oj6714,7/14/2022,TV,North,18-25,Others,66501.52,14,2042,0.84,0.12,63.0
Ew8225,5/26/2018,Email,South,46-55,Female,2135.11,40,2563,0.52,0.17,41.8
Qs6473,11/1/2019,Email,East,26-35,Female,11415.63,78,157,0.08,0.26,94.0
Ou3781,1/30/2018,Online Advertising,North,46-55,Others,68621.72,58,1900,0.32,0.25,60.6
Ns1200,7/23/2019,TV,East,26-35,Others,46290.53,54,193,0.29,0.24,49.0
Hh2161,8/28/2018,Email,East,26-35,Male,57744.26,30,1635,0.91,0.19,31.6
Rv2439,5/22/2019,Online Advertising,South,NA,Female,4552.63,20,27,0.12,0.24,59.6
He5101,5/8/2018,Email,South,NA,Male,125332.06,94,2596,0.33,0.25,61.0
Uw2270,5/31/2018,Online Advertising,South,18-25,Others,148675.4,4,481,0.06,0.07,66.0
Jy5750,5/12/2020,TV,NA,NA,Female,4619.09,14,2156,1.45,0.18,92.8
Wt3451,3/28/2020,Online Advertising,West,36-45,Others,142806.02,18,1665,0.48,0.2,65.4
Wf4962,5/20/2020,Social Networks,West,26-35,Female,119796.43,68,961,1.28,0.25,85.4
Cw5177,3/20/2020,Direct Advertising,South,26-35,Others,42532.62,40,1108,1.26,0.13,40.0
Co6027,8/18/2018,TV,East,NA,Female,66665.56,79,923,0.59,0.08,76.0
Hy5314,6/22/2018,NA,NA,46-55,Others,95152.84,37,1764,0.76,0.19,66.2
Ow6947,5/29/2020,Direct Advertising,North,36-45,Others,98781.15,18,1963,0.94,0.23,37.4
Hc9083,3/2/2018,Email,NA,36-45,Male,74297.83,69,1926,1.08,0.04,99.6
Ou8413,7/4/2019,Online Advertising,West,18-25,Female,93443.31,68,2259,1.12,0.08,63.0
Bt4831,9/27/2020,Social Networks,South,26-35,Male,65538.47,88,1353,0.33,0.1,70.6
Po7766,2/16/2020,TV,West,26-35,NA,74077.19,96,365,1.04,0.25,26.0
Se5724,2/26/2018,TV,NA,56+,Male,103161.19,35,2239,0.53,0.05,26.4
Rs1607,10/28/2021,Online Advertising,East,18-25,NA,64404.41,11,654,0.61,0.28,27.4
Fp6926,4/4/2021,Online Advertising,West,46-55,Female,130688.58,90,1027,0.55,0.01,90.2
Rz5446,5/26/2022,Social Networks,South,56+,Female,22159.2,15,1614,0.98,0.15,47.4
Cn7198,6/26/2019,TV,NA,26-35,NA,28799.21,46,546,0.2,0.05,30.8
Fc8975,2/28/2022,Email,NA,18-25,NA,3609.33,85,1950,1.42,0.26,41.8
Ni6279,4/30/2021,Direct Advertising,East,26-35,Others,56914.79,73,2512,0.14,0.05,31.8
Wi8570,10/10/2019,Social Networks,West,46-55,Others,70692.09,8,1773,1.06,0.09,33.8
Uy9672,4/13/2021,Direct Advertising,South,46-55,Others,145027.56,58,1796,0.51,0.22,37.8
Sh5060,1/12/2019,Email,East,NA,Female,45860.22,17,292,0.54,0.12,43.8
Nd1437,7/5/2020,Online Advertising,South,46-55,Female,121113.21,73,2700,0.55,0.04,33.0
Le7349,9/7/2021,NA,East,18-25,Female,99912.61,11,2928,1.03,0.13,56.0
Ex3151,10/31/2019,NA,North,NA,Male,68258.26,13,2025,1.19,0.02,49.4
Iw6271,1/14/2019,TV,NA,36-45,NA,61756.29,12,267,0.64,0.03,88.2
Pg1915,2/25/2021,Social Networks,North,36-45,Female,7815.07,46,1286,0.16,0.03,67.4
Wk6799,7/8/2020,Direct Advertising,North,36-45,Others,106884.08,86,1575,1.22,0.15,26.6
Pa6415,10/3/2021,Online Advertising,South,18-25,Male,80883.11,15,480,0.19,0.17,80.0
Lp1806,4/20/2019,Online Advertising,North,18-25,NA,104404.06,43,1951,0.85,0.21,47.2
Kq7821,12/11/2018,Social Networks,North,26-35,Male,30645.55,70,1246,0.2,0.18,70.8
Ht7738,7/1/2022,NA,West,26-35,Male,116522.88,82,1824,0.33,0.18,20.4
Wn8869,3/8/2022,Social Networks,East,18-25,Male,106232.2,68,1569,0.39,0.16,84.8
Pz4062,3/8/2022,TV,North,18-25,Female,30830.03,69,421,1.34,0.17,31.0
De2121,11/18/2021,TV,NA,NA,Others,111567.74,90,2158,1.44,0.03,77.0
Tn4934,2/6/2018,Email,South,18-25,Female,54953.04,70,1355,1.39,0.12,35.2
Fe5182,1/2/2021,Social Networks,West,56+,Others,125937.53,100,328,0.4,0.07,49.0
Eg1309,1/10/2019,Online Advertising,NA,46-55,Female,130865.65,84,616,1.16,0.05,90.4
Qc3241,4/8/2022,Social Networks,West,NA,NA,58466.47,64,2794,1.15,0.17,66.6
Nl8429,10/11/2018,Direct Advertising,West,26-35,Others,35474.54,94,548,0.66,0.18,26.6
It4259,8/27/2019,Social Networks,East,56+,Female,136634.35,32,377,0.59,0.16,56.8
Hw1998,4/22/2022,NA,NA,26-35,Female,89183.9,96,2802,0.21,0.07,50.2
Zx4587,5/4/2018,TV,West,26-35,NA,128160.84,94,1212,0.07,0.21,87.2
Hi6333,8/21/2019,Direct Advertising,East,36-45,NA,61310.16,40,1753,0.2,0.03,75.6
Xd6069,2/3/2022,NA,NA,18-25,NA,105769.54,82,209,1.05,0.3,45.8
Vm4979,9/6/2021,Online Advertising,South,18-25,Others,73378.91,22,1239,1.28,0.09,58.2
Vf5849,3/3/2022,Email,North,56+,Others,113612.51,84,1314,0.78,0.21,70.0
Pj8627,1/23/2019,Social Networks,NA,36-45,Others,6774.27,52,1415,0.61,0.05,42.8
Mc5663,9/10/2022,NA,West,46-55,NA,132971.04,47,1178,0.71,0.28,73.4
Rf3501,8/25/2020,TV,North,26-35,Female,117866.73,87,1643,1.01,0.1,82.0
Dv1335,9/10/2018,Direct Advertising,South,26-35,Others,7998.9,97,1620,0.9,0.05,96.8
Rr2962,3/14/2020,TV,West,36-45,Female,68133.69,61,873,1.12,0.16,44.4
Ey5272,11/18/2022,NA,NA,18-25,Female,48905.5,47,935,0.23,0.03,39.2
Fr8777,11/29/2021,Social Networks,East,56+,Others,99483.13,3,2292,0.83,0.07,24.0
Qj8606,5/5/2019,Online Advertising,West,26-35,Female,118470.82,26,217,1.08,0.16,95.2
Cs2041,11/11/2022,TV,South,NA,Others,61481.87,94,525,1.07,0.07,83.4
Mp7158,8/7/2018,TV,NA,56+,Female,1252.04,10,958,0.64,0.08,74.0
Iw6344,2/1/2021,Online Advertising,South,46-55,Female,141181.7,31,2161,1.22,0.07,28.4
Sb5020,5/12/2020,Email,North,56+,Female,39350.28,56,135,1,0.29,21.4
Tx4401,2/29/2020,Online Advertising,South,NA,Male,75163.29,28,873,1.45,0.12,85.6
Tq8086,9/30/2021,Social Networks,South,46-55,Male,20260.83,89,1503,1.04,0.25,71.6
Xy1385,10/19/2022,TV,West,26-35,Male,49074.97,41,2765,0.1,0.27,40.0
Fk5537,4/28/2022,NA,North,NA,NA,594.01,100,190,0.63,0.29,93.6
Ws5896,2/4/2021,NA,South,56+,Male,47611.98,89,1941,0.18,0.25,73.4
Xp3915,3/25/2018,Online Advertising,South,36-45,Others,91121.66,43,2179,0.78,0.09,71.8
Mb3984,5/22/2018,TV,East,26-35,Female,120486.07,80,49,0.32,0.27,77.6
Gn3865,10/29/2020,Online Advertising,South,46-55,Others,118109.97,53,584,1.25,0.26,36.0
Qd6733,4/21/2021,Online Advertising,South,26-35,Male,30572.47,80,2567,0.35,0.14,32.8
Fv7253,11/7/2019,TV,North,26-35,NA,126409.67,56,1728,1.29,0.16,99.2
Wo9682,6/16/2022,NA,West,26-35,Male,73379.46,55,1843,1.31,0.07,78.6
Vt8460,1/9/2020,NA,NA,46-55,Others,118034.28,68,659,0.64,0.27,61.8
Zt8868,7/20/2022,Online Advertising,NA,26-35,NA,56754.11,99,792,0.38,0.13,36.4
Bw2745,10/27/2022,Online Advertising,West,NA,Female,35972.14,72,1103,1.23,0.27,62.4
Zq5918,2/16/2021,Online Advertising,NA,36-45,Others,100795.24,58,2715,1.3,0.23,36.6
Pe4791,12/17/2022,Online Advertising,North,56+,Others,103018.25,74,1598,NA,0.13,67.6
Nj6967,7/4/2019,Social Networks,South,36-45,Male,118463.45,11,1557,0.6,0.07,53.6
Zv1483,12/3/2021,Direct Advertising,West,36-45,Female,127191.23,84,333,0.3,0.15,22.8
Pk3544,4/11/2018,NA,NA,46-55,NA,36317,16,2722,1.18,0.16,43.0
Cx1930,3/22/2018,Direct Advertising,South,26-35,Female,31661.99,14,720,1.05,0.22,97.6
Yz8153,12/24/2021,TV,South,18-25,Female,30863.85,56,128,0.63,0.07,77.8
Kj8968,5/16/2020,Email,NA,18-25,NA,43736.29,46,2142,1.29,0.26,80.8
Jf8502,4/1/2018,Online Advertising,East,NA,Female,109726.85,74,677,1.11,0.19,87.6
Wf1655,10/22/2021,Email,East,26-35,NA,67546.41,25,898,0.11,0.23,26.4
Ku7844,11/5/2021,NA,NA,46-55,NA,86202.09,75,339,0.38,0.28,95.8
Kc6069,1/3/2022,Email,North,46-55,Female,52658.42,67,1233,0.43,0.15,22.6
Me9916,2/23/2021,Direct Advertising,South,18-25,NA,18957.21,41,1221,1.45,0.23,43.0
Mc9473,10/31/2019,Social Networks,NA,NA,NA,47247.13,95,2034,0.2,0.1,96.2
Sq7370,1/2/2019,Social Networks,East,NA,Female,130072.19,72,1390,1.37,0.24,25.8
Dy3126,7/2/2018,Online Advertising,East,46-55,Male,74305.69,7,657,1.03,0.27,28.2
Dk1856,7/20/2020,TV,NA,NA,Female,41794.6,21,2033,1.24,0.08,84.6
Ma5373,8/15/2020,Email,South,NA,NA,69860.25,50,577,0.52,0.29,59.2
Iz1920,1/6/2018,Direct Advertising,East,46-55,Female,149117.58,90,320,0.16,0.08,37.6
Iq3451,12/27/2020,Social Networks,NA,18-25,Male,93950.22,13,2035,1.12,0.29,42.0
Wj5400,1/29/2020,NA,East,26-35,Female,143509.51,8,855,0.46,0.09,84.2
Iz3530,10/17/2019,Online Advertising,South,36-45,Female,117772.27,75,94,0.29,0.22,85.4
Bh1257,6/29/2019,TV,North,56+,Male,44083.97,68,1175,1.12,0.23,67.2
Ox9711,9/14/2018,Online Advertising,East,36-45,Others,53715.56,45,755,0.52,0.15,35.8
Yw6277,5/12/2020,NA,South,26-35,Female,42918.92,30,2964,1.23,0.15,48.0
Za3625,4/18/2018,Direct Advertising,NA,46-55,NA,71589.98,12,715,0.94,0.18,56.0
Yf5748,10/12/2020,Online Advertising,South,18-25,Others,115561.61,39,1624,0.12,0.29,24.0
Kz4477,7/18/2022,Social Networks,NA,26-35,Others,76559.99,38,1769,0.41,0.22,31.4
Vf3086,6/28/2021,Online Advertising,West,36-45,Male,49639.35,31,383,0.54,0.23,68.6
Ay5449,8/1/2019,Direct Advertising,East,18-25,Male,63396.08,61,2323,1.02,0.28,27.0
Gf3746,11/15/2022,NA,East,56+,NA,89480.52,75,389,0.8,0.11,20.8
Qv1744,10/9/2021,Online Advertising,North,18-25,Male,31884.94,38,2968,0.44,0.29,50.0
Qs8172,11/3/2018,Email,North,NA,NA,132571.16,57,1579,0.21,0.08,61.6
Vq1220,7/17/2021,NA,West,NA,NA,66922.08,43,2787,1.45,0.21,93.0
Rg8436,9/7/2022,Social Networks,West,46-55,Male,70551.27,23,1255,1.26,0.18,61.8
Ub1760,1/31/2019,Direct Advertising,NA,46-55,NA,36184.82,76,2147,0.47,0.1,82.0
Dx4452,9/25/2022,Social Networks,North,46-55,NA,140756.51,100,2456,NA,0.1,98.6
Hu3324,8/19/2021,Social Networks,NA,56+,Others,78188.94,9,868,0.24,0.15,68.0
Gh5986,11/30/2019,Direct Advertising,South,26-35,Female,40120.96,44,470,1.39,0.12,81.0
Ne7284,9/5/2021,Email,West,26-35,Female,114672.96,30,2694,1.38,0.18,87.6
Xk9344,9/9/2022,TV,North,18-25,Male,34758.53,22,99,1.08,0.04,53.6
Jc4422,6/13/2019,Email,North,56+,Others,72748.7,14,1109,0.99,0.04,60.8
Tr8057,2/12/2021,Online Advertising,West,26-35,NA,106983.83,91,1239,0.63,0.04,78.4
Jk5722,2/13/2018,Social Networks,East,46-55,Male,31517.87,59,110,0.16,0.08,55.2
Ld7963,1/13/2022,TV,South,46-55,NA,87613.19,40,257,0.18,0.12,48.8
Ws9033,11/3/2021,Email,West,18-25,NA,59437.19,55,866,0.15,0.18,67.2
Ql1895,10/9/2019,TV,West,26-35,Female,40399.41,1,1907,0.44,0.28,34.6
Dz4286,12/5/2021,Email,West,26-35,Female,16230.17,25,928,1.09,0.07,26.0
Rn5365,6/17/2022,Direct Advertising,North,56+,NA,2904.55,56,1733,1.37,0.01,92.6
He8139,11/23/2021,Direct Advertising,East,46-55,Others,41246.6,99,2981,1.03,0.04,49.2
Ny8551,9/27/2022,Social Networks,North,NA,NA,632.31,47,2327,0.06,0.18,61.0
Ud1987,9/20/2021,NA,North,18-25,Others,10227.61,79,317,0.48,0.29,66.6
Zk3187,11/21/2021,Online Advertising,South,36-45,Others,111109.65,59,1509,0.29,0.24,66.2
Lf3903,7/27/2022,Social Networks,West,56+,Male,146815.27,27,661,0.56,0.1,61.0
Lj7661,9/2/2021,Email,South,56+,Male,56382.8,39,219,0.98,0.18,98.6
Dc1715,11/22/2021,Online Advertising,North,18-25,Others,77692.7,25,1350,0.45,0.08,64.4
Sp7650,2/27/2021,Direct Advertising,North,46-55,NA,17702.14,90,2552,1.4,0.15,85.8
Ir5619,8/8/2021,TV,North,36-45,Others,14851.02,78,1128,1.11,0.29,36.4
Ro3753,12/7/2019,Email,NA,26-35,Male,123582.13,37,136,1.27,0.21,68.4
Bp5715,9/1/2019,NA,South,26-35,Female,13433.41,74,989,1.03,0.26,77.6
Ii3209,7/1/2018,Online Advertising,East,18-25,Male,118108.12,97,1370,0.22,0.11,72.8
Ae5712,9/8/2018,TV,East,56+,Female,53149.98,33,1096,0.7,0.03,81.6
Wx5455,8/30/2022,Direct Advertising,South,56+,Male,135076.76,51,2477,0.62,0.29,47.6
Ht4892,10/6/2018,Social Networks,East,18-25,NA,128956.85,29,2073,1.15,0.18,28.8
Vx9266,5/24/2021,Online Advertising,North,NA,NA,99761.43,46,1260,1.21,0.13,36.2
Da3872,10/15/2019,NA,West,36-45,NA,61137,70,580,0.53,0.08,53.4
Yr9418,8/6/2022,Email,South,46-55,NA,144834.27,1,1247,0.65,0.22,26.2
Nf2742,3/31/2021,TV,North,46-55,Male,91426.04,98,739,0.79,0.21,32.8
An1663,10/17/2019,Online Advertising,West,18-25,Others,120088.9,48,2862,0.84,0.03,66.0
Fi4508,6/29/2018,TV,East,26-35,NA,10301.85,72,454,0.09,0.29,76.2
Vq8367,8/11/2022,NA,NA,46-55,Male,119508.07,78,2523,0.57,0.11,95.4
Lc5649,5/28/2018,Online Advertising,East,56+,Others,127328.79,83,181,1.21,0.26,56.6
We1673,2/29/2020,NA,East,36-45,Female,144167.41,23,695,1.33,0.13,75.2
Ue5986,1/9/2019,Direct Advertising,NA,56+,Male,113426.81,78,487,0.41,0.11,46.2
Lh2260,8/31/2021,Direct Advertising,South,18-25,Others,58164.34,43,468,0.06,0.1,70.6
Bc1101,6/1/2021,Social Networks,North,36-45,Male,32029.8,11,2712,0.19,0.14,57.0
Xu4641,6/1/2018,Direct Advertising,North,26-35,Others,85506.31,31,2273,1.38,0.04,43.8
Aj7609,6/28/2021,TV,South,18-25,Male,41537.08,70,1622,0.88,0.25,48.8
Pi8247,10/30/2020,NA,West,18-25,Male,125310.01,15,1797,0.51,0.25,81.4
Mi1058,5/19/2022,Social Networks,NA,26-35,Male,1368.77,66,1432,0.21,0.25,45.2
Iw9016,12/29/2020,Email,West,18-25,Female,56597.69,61,937,0.84,0.02,47.6
Xm7688,4/16/2022,Social Networks,North,26-35,Male,148350.61,76,564,0.26,0.19,25.4
Uy9183,8/30/2021,Online Advertising,West,18-25,Female,135318.12,1,904,1.21,0.29,88.2
In3944,11/12/2018,Social Networks,West,36-45,Male,63867.24,22,552,0.3,0.03,82.6
Vo7109,7/5/2020,Email,North,26-35,Female,54915.84,46,768,0.93,0.03,83.8
Ft5273,2/14/2022,Social Networks,South,46-55,NA,62619.61,77,213,0.93,0.04,71.8
Hn9486,10/20/2018,Online Advertising,South,18-25,NA,80739.61,38,1171,0.54,0.19,92.6
Xs6437,9/16/2022,Email,West,18-25,NA,32713.7,29,2011,0.78,0.12,26.8
